out_longitude,out_latitude,out_altitude,out_vel_x,out_vel_y,out_vel_z
-0.37045494,-0.78504735,908.7065,-0.001853105,1.9496087e-05,0.0002220834
-0.37045494,-0.78504735,908.89844,-0.00337629,2.5410513e-06,0.0011319929
-0.37045494,-0.78504735,908.85284,-0.002922589,-0.00025861684,0.0009710871
-0.37045494,-0.78504735,908.753,-0.0021395758,-0.00032168973,0.00064906175
-0.37045494,-0.78504735,908.79,-0.0014804808,-0.0003618041,0.00044015225
-0.37045494,-0.78504735,908.73804,-0.0020779106,-0.00037351158,0.0006116175
-0.37045494,-0.78504735,908.82324,-0.0024753695,3.808345e-05,0.0007120858
-0.37045494,-0.78504735,908.8342,-0.0024194538,-6.040766e-05,0.0011697694
-0.37045494,-0.78504735,908.9001,-0.0030836319,-8.20844e-05,0.0007380927
-0.37045494,-0.78504735,908.6129,-0.00032162218,-0.00047734522,-0.0002585698
-0.37045494,-0.78504735,908.7793,-0.0019642632,-0.00066352927,0.0012924004
-0.37045494,-0.78504735,908.85693,-0.002696026,-0.00037168936,0.0012249391
-0.37045494,-0.78504735,908.86725,-0.0028532532,-0.0007253313,0.0016573276
-0.37045494,-0.78504735,908.85944,-0.0032119018,-0.00042820373,0.0014168588
-0.37045494,-0.78504735,908.87805,-0.0028390228,-0.00045051586,0.0014207028
-0.37045494,-0.78504735,908.80206,-0.0019631523,-0.00053788745,0.0014871438
-0.37045494,-0.78504735,908.7267,-0.0015600222,-0.00048854144,0.0010977758
-0.37045494,-0.78504735,908.75183,-0.0020754277,-0.00024977233,0.000594414
-0.37045494,-0.78504735,908.79877,-0.0021650048,-0.00060835877,0.0009830939
-0.37045494,-0.78504735,908.7475,-0.0012997321,-0.00035314582,0.0012230882
-0.37045494,-0.78504735,908.7826,-0.002835991,-0.00064631493,0.0015082151
-0.37045494,-0.78504735,908.7701,-0.002924902,-0.00031980543,0.0013821196
-0.37045494,-0.78504735,908.81915,-0.0027195995,-0.00016711885,0.002077235
-0.37045494,-0.78504735,908.8617,-0.0036105497,-0.00027816097,0.0019437359
-0.37045494,-0.78504735,908.7177,-0.0022094604,-0.00026967432,0.0009186936
-0.37045494,-0.78504735,908.80023,-0.0029503964,1.2429968e-05,0.0012570681
-0.37045494,-0.78504735,908.7981,-0.0026202349,-0.00021197683,0.0011489592
-0.37045494,-0.78504735,908.7876,-0.0018917324,-0.00036606568,0.0018650033
-0.37045494,-0.78504735,908.7562,-0.0025580863,-0.0003751001,0.0010556807
-0.37045494,-0.78504735,908.76556,-0.0025833063,-0.00036172013,0.0016908804
-0.37045494,-0.78504735,908.77875,-0.002175289,-0.0004204036,0.0018191115
-0.37045494,-0.78504735,908.85626,-0.003020869,-0.00029400224,0.0023748907
-0.37045494,-0.78504735,908.8388,-0.00301657,-0.00024279022,0.0015451848
-0.37045494,-0.78504735,908.7465,-0.001986896,-0.00029293593,0.0014882828
-0.37045494,-0.78504735,908.83624,-0.0024848825,-0.00020130645,0.0017222975
