PacketCounter	SampleTimeFine	Year	Month	Day	Second	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	AccHR_X	AccHR_Y	AccHR_Z	Gyr_X	Gyr_Y	Gyr_Z	GyrHR_X	GyrHR_Y	GyrHR_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Pressure	Roll	Pitch	Yaw	Latitude	Longitude	Altitude	Vel_E	Vel_N	Vel_U	Temperature	GyrTemp_X	GyrTemp_Y	GyrTemp_Z
38823	71981168					9953129	2023	7	21	20	15	25	0	2.535189	-1.145357	10.439723							0.033078	0.021402	0.047808							0.025366	-0.011465	0.104393	1.0	0.000165	0.000107	0.000239	92689.0	-3.002806	-12.892525	-153.730606	-21.216258122	-44.97092405	932.644839				0.0			
38923	71991168					9953006	2023	7	21	20	15	26	0	3.306317	0.156325	9.356037							0.036072	-0.001184	-0.038602							0.033063	0.00154	0.093561	1.0	0.00018	-6e-06	-0.000193	92685.0	-1.109225	-12.540513	-153.034698	-21.216325676	-44.971017167	933.645878				0.0			
39023	72001168					9953884	2023	7	21	20	15	27	0	4.021916	0.219522	9.415491							0.003948	-0.004919	-0.019648							0.040217	0.002189	0.094156	1.0	2e-05	-2.5e-05	-9.8e-05	92689.0	0.086726	-12.193126	-155.185089	-21.216386856	-44.971104895	934.706422				0.0			
39123	72011168					9952762	2023	7	21	20	15	28	0	4.60113	0.648385	10.662328							0.027306	0.060127	-0.026621							0.046044	0.006463	0.10661	1.0	0.000137	0.000301	-0.000133	92691.0	1.035944	-11.137568	-156.968857	-21.216436227	-44.971180898	935.890193				0.0			
39223	72021168					9952640	2023	7	21	20	15	29	0	3.583645	0.323678	9.49198							-0.02606	0.037552	0.009099							0.035854	0.003251	0.094913	1.0	-0.00013	0.000188	4.5e-05	92683.0	1.867895	-9.891187	-157.431992	-21.216472191	-44.971239034	937.083232				0.0			
39323	72031168					9953517	2023	7	21	20	15	30	0	0.458437	-0.737565	10.690817							0.045043	-0.017989	0.176282							0.004581	-0.007396	0.106907	1.0	0.000225	-9e-05	0.000881	92684.0	1.914227	-7.53437	-151.808517	-21.216502307	-44.971284996	937.96763				0.0			
39423	72041168					9952395	2023	7	21	20	15	31	0	0.508265	-0.151084	9.468684							-0.025124	0.082863	0.073053							0.005122	-0.001497	0.094685	1.0	-0.000126	0.000414	0.000365	92679.0	2.138999	-5.719259	-144.609756	-21.216540496	-44.971328542	938.469502				0.0			
39523	72051169					9953273	2023	7	21	20	15	32	0	0.533352	0.737239	11.574469							-0.02902	0.022922	-0.001392							0.005347	0.007389	0.115743	1.0	-0.000145	0.000115	-7e-06	92685.0	2.493491	-3.259643	-143.107742	-21.216584093	-44.971369936	938.892011				0.0			
39623	72061169					9952151	2023	7	21	20	15	33	0	0.287808	0.821237	7.517176							0.030805	-0.028578	-0.02637							0.002868	0.0082	0.075173	1.0	0.000154	-0.000143	-0.000132	92679.0	3.956429	-6.79372	-144.0979	-21.216655453	-44.971416563	938.480502				0.0			
39723	72071169					9952029	2023	7	21	20	15	34	0	0.258728	1.340971	9.503714							-0.065528	-0.061185	-0.123298							0.002566	0.013439	0.095034	1.0	-0.000328	-0.000306	-0.000616	92684.0	3.381637	-10.009277	-148.933273	-21.216713444	-44.971469247	936.889503				0.0			
39823	72081169					9952907	2023	7	21	20	15	35	0	0.353479	1.411502	9.394608							-0.025707	0.006319	-0.096546							0.003545	0.014125	0.093944	1.0	-0.000129	3.2e-05	-0.000483	92685.0	1.936183	-12.469279	-156.180206	-21.216767984	-44.971534691	935.663859				0.0			
39923	72091169					9951785	2023	7	21	20	15	36	0	1.844689	-0.098234	10.197855							-0.037175	0.005371	0.021707							0.01845	-0.000961	0.101978	1.0	-0.000186	2.7e-05	0.000109	92675.0	0.463762	-13.778077	-157.891251	-21.216822111	-44.971616495	934.36272				0.0			
40023	72101169					9951663	2023	7	21	20	15	37	0	2.547031	-0.382562	11.159175							-0.01934	0.033059	-0.00015							0.025489	-0.003815	0.111588	1.0	-9.7e-05	0.000165	-1e-06	92681.0	-1.305194	-13.698331	-156.746872	-21.216878474	-44.971703781	933.290945				0.0			
40123	72111169					9952541	2023	7	21	20	15	38	0	4.473219	-0.704646	8.324008							-0.02115	0.022864	0.062741							0.044744	-0.007024	0.083236	1.0	-0.000106	0.000114	0.000314	92679.0	-2.47363	-13.346446	-155.365967	-21.216934179	-44.971787126	932.644299				0.0			
40223	72121169					9951419	2023	7	21	20	15	39	0	2.528868	-2.028224	9.474365							0.050118	0.082229	0.229419							0.025351	-0.020277	0.094728	0.999999	0.000251	0.000411	0.001147	92671.0	-2.855217	-11.067906	-147.680466	-21.216985449	-44.971855066	932.576462				0.0			
40323	72131169					9952297	2023	7	21	20	15	40	0	2.406742	-3.40813	8.813686							0.084972	0.015665	0.435693							0.024149	-0.034066	0.08812	0.999998	0.000425	7.8e-05	0.002178	92670.0	-3.566905	-7.359717	-127.846497	-21.217039239	-44.971901635	933.092962				0.0			
40423	72141169					9951175	2023	7	21	20	15	41	0	0.378618	-4.207424	9.01875							0.059816	0.029997	0.558644							0.003917	-0.04209	0.090174	0.999996	0.000299	0.00015	0.002793	92677.0	-4.029867	-3.655432	-98.737862	-21.217099435	-44.971918036	933.113957				0.0			
40523	72151169					9951053	2023	7	21	20	15	42	0	0.502127	-3.664359	9.827871							0.023175	0.011524	0.46949							0.005113	-0.036643	0.098274	0.999997	0.000116	5.8e-05	0.002347	92669.0	-3.751936	-1.945608	-68.598816	-21.217154725	-44.97190373	934.320216				0.0			
40623	72161169					9951931	2023	7	21	20	15	43	0	0.33228	-2.548271	10.188653							0.037044	0.013897	0.333068							0.003372	-0.025496	0.101882	0.999999	0.000185	6.9e-05	0.001665	92679.0	-3.137666	-0.506418	-45.924576	-21.217196731	-44.971865878	935.336864				0.0			
40723	72171169					9950809	2023	7	21	20	15	44	0	-0.665724	-0.177075	9.932694							-0.017807	-0.003533	0.038053							-0.006659	-0.001763	0.099327	1.0	-8.9e-05	-1.8e-05	0.00019	92672.0	-1.577171	0.430819	-35.746609	-21.217223291	-44.971817589	936.186209				0.0			
40823	72181169					9950688	2023	7	21	20	15	45	0	-0.349471	-0.149531	10.349412							-0.013628	-0.034897	0.015906							-0.003513	-0.001489	0.103494	1.0	-6.8e-05	-0.000174	8e-05	92679.0	-1.845573	0.578502	-34.971073	-21.21724618	-44.971763229	936.826552				0.0			
40923	72191169					9951566	2023	7	21	20	15	46	0	-1.362367	0.030038	10.208649							-0.001244	0.035209	0.014799							-0.013606	0.0003	0.102089	1.0	-6e-06	0.000176	7.4e-05	92671.0	-2.277967	0.800829	-33.378117	-21.217270016	-44.971702768	937.333709				0.0			
41023	72201169					9950444	2023	7	21	20	15	47	0	0.88181	-1.185793	9.15237							-0.018086	0.041691	0.030583							0.008839	-0.011848	0.091523	1.0	-9e-05	0.000208	0.000153	92676.0	-2.882591	0.86573	-32.034847	-21.217294117	-44.971636442	937.759457				0.0			
41123	72211169					9951323	2023	7	21	20	15	48	0	-0.938133	-0.594678	10.146945							0.003311	0.015565	-0.009792							-0.009374	-0.005948	0.10147	1.0	1.7e-05	7.8e-05	-4.9e-05	92675.0	-1.67708	1.893109	-31.577297	-21.217318212	-44.971564611	938.144651				0.0			
41223	72221169					9950201	2023	7	21	20	15	49	0	-0.961471	0.318378	9.571357							0.029567	-0.001958	-0.005706							-0.009616	0.00317	0.095714	1.0	0.000148	-1e-05	-2.9e-05	92678.0	-1.295855	2.037823	-32.882675	-21.21734395	-44.971488265	938.512744				0.0			
41323	72231169					9950079	2023	7	21	20	15	50	0	0.152011	-0.372364	10.587911							0.014359	0.013007	0.028713							0.001528	-0.003731	0.105879	1.0	7.2e-05	6.5e-05	0.000144	92672.0	-1.564976	2.267571	-32.553356	-21.217372494	-44.971407877	938.823059				0.0			
41423	72241169					9950957	2023	7	21	20	15	51	0	-0.916471	0.282987	9.961977							0.017905	-0.019061	-0.036056							-0.009174	0.002823	0.099619	1.0	9e-05	-9.5e-05	-0.00018	92674.0	-0.092855	2.260191	-32.666679	-21.217401522	-44.971323125	939.091775				0.0			
41523	72251169					9949836	2023	7	21	20	15	52	0	-0.674155	0.284307	10.911042							0.022419	-0.000868	0.001589							-0.006742	0.002831	0.109111	1.0	0.000112	-4e-06	8e-06	92678.0	0.250693	2.020947	-32.584709	-21.217432472	-44.971234606	939.318254				0.0			
41623	72261169					9949714	2023	7	21	20	15	53	0	0.786961	-0.076492	8.854003							-0.038882	0.024423	0.008485							0.00788	-0.000747	0.088539	1.0	-0.000194	0.000122	4.2e-05	92669.0	-0.107772	0.932621	-32.494602	-21.217464569	-44.971142832	939.450538				0.0			
41723	72271169					9950592	2023	7	21	20	15	54	0	0.868928	-1.003958	9.49551							-0.036544	-0.008746	-0.001904							0.008685	-0.010022	0.094957	1.0	-0.000183	-4.4e-05	-1e-05	92674.0	-0.441295	0.935903	-32.662895	-21.217495419	-44.971054973	939.510744				0.0			
41823	72281170					9949470	2023	7	21	20	15	55	0	0.740498	-0.846982	10.741262							-0.013733	0.03622	0.131428							0.00743	-0.008458	0.107412	1.0	-6.9e-05	0.000181	0.000657	92675.0	-1.655512	1.439026	-28.998262	-21.217524472	-44.970967726	938.631708				0.0			
41923	72291170					9950349	2023	7	21	20	15	56	0	-0.176202	-2.483739	9.687478							0.001498	0.009938	0.284581							-0.001722	-0.024841	0.096875	0.999999	7e-06	5e-05	0.001423	92667.0	-1.104691	2.052538	-15.174102	-21.217541879	-44.970888591	939.643529				0.0			
42023	72301170					9949227	2023	7	21	20	15	57	0	-0.869764	-2.475302	9.407976							-0.031646	0.01503	0.300349							-0.008653	-0.024751	0.094084	0.999999	-0.000158	7.5e-05	0.001502	92668.0	-1.843195	3.084229	2.014912	-21.217539652	-44.970808197	940.511292				0.0			
42123	72311170					9949105	2023	7	21	20	15	58	0	-1.379481	-2.843617	10.072713							-0.017545	0.017702	0.192478							-0.013759	-0.028441	0.100731	1.0	-8.8e-05	8.9e-05	0.000962	92665.0	-2.818384	4.304383	16.42165	-21.217516029	-44.970728481	941.333959				0.0			
42223	72321170					9949983	2023	7	21	20	15	59	0	-1.520481	-0.771562	10.528642							-0.03957	0.003929	0.065418							-0.0152	-0.0077	0.105288	1.0	-0.000198	2e-05	0.000327	92665.0	-2.222207	5.584269	22.73048	-21.217475407	-44.970652975	942.133192				0.0			
42323	72331170					9948862	2023	7	21	20	16	0	0	-0.928876	-0.989754	8.925436							0.002125	-0.01897	0.033254							-0.009296	-0.0099	0.089253	1.0	1.1e-05	-9.5e-05	0.000166	92669.0	-2.271464	6.132261	25.601242	-21.217427826	-44.970579064	942.895524				0.0			
42423	72341170					9949740	2023	7	21	20	16	1	0	-1.236112	-0.556542	9.737484							-0.014923	-0.004352	0.027798							-0.012362	-0.00556	0.097375	1.0	-7.5e-05	-2.2e-05	0.000139	92666.0	-1.960513	6.156204	26.619495	-21.217377145	-44.970506587	943.549358				0.0			
42523	72351170					9948618	2023	7	21	20	16	2	0	-0.645016	-3.251302	9.789035							-0.044071	0.025464	0.225584							-0.006401	-0.032499	0.097898	0.999999	-0.00022	0.000127	0.001128	92667.0	-3.261131	6.225896	33.708031	-21.217323105	-44.970433588	943.615469				0.0			
42623	72361170					9948497	2023	7	21	20	16	3	0	-1.193915	-1.536891	10.682779							0.021934	-0.026895	0.213366							-0.011937	-0.015393	0.106825	0.999999	0.00011	-0.000134	0.001067	92663.0	-1.339584	7.194208	47.956841	-21.21726144	-44.970375834	944.62483				0.0			
42723	72371170					9949375	2023	7	21	20	16	4	0	-0.842191	-1.259255	9.977574							-0.023857	-0.035211	0.07529							-0.008435	-0.012584	0.099776	1.0	-0.000119	-0.000176	0.000376	92663.0	-1.107932	7.201828	56.962818	-21.217189256	-44.970334446	945.470479				0.0			
42823	72381170					9948254	2023	7	21	20	16	5	0	-1.17652	-0.766864	9.558087							0.012294	-0.031271	0.017177							-0.011779	-0.007676	0.095579	1.0	6.1e-05	-0.000156	8.6e-05	92664.0	-1.60366	7.659627	59.82761	-21.21711009	-44.970301349	945.157052				0.0			
42923	72391170					9948132	2023	7	21	20	16	6	0	-0.736129	0.75684	9.809293							0.025254	0.001435	-0.007986							-0.00736	0.007556	0.098094	1.0	0.000126	7e-06	-4e-05	92664.0	-0.76661	7.056963	59.985325	-21.217031636	-44.970271551	946.170322				0.0			
43023	72401170					9949011	2023	7	21	20	16	7	0	-1.144042	-0.599163	10.804134							-0.004221	0.011296	-0.015877							-0.011435	-0.005988	0.108042	1.0	-2.1e-05	5.6e-05	-7.9e-05	92666.0	-0.912251	7.014983	59.485355	-21.216952972	-44.970241965	946.890582				0.0			
43123	72411170					9947889	2023	7	21	20	16	8	0	-0.915299	-0.871939	11.018279							-0.037609	-0.061721	0.148785							-0.009181	-0.008705	0.110182	1.0	-0.000188	-0.000309	0.000744	92663.0	-1.51059	7.314662	62.330395	-21.216876968	-44.970213138	947.425381				0.0			
43223	72421170					9948768	2023	7	21	20	16	9	0	-1.246879	-3.187175	8.590989							-0.017385	0.025365	0.311698							-0.012408	-0.031884	0.085914	0.999999	-8.7e-05	0.000127	0.001558	92662.0	-2.370572	6.657788	77.184372	-21.216798761	-44.97019386	947.096661				0.0			
43323	72431170					9947647	2023	7	21	20	16	10	0	-1.306116	-3.625045	10.118329							0.00339	-0.013808	0.279986							-0.013017	-0.03627	0.101182	0.999999	1.7e-05	-6.9e-05	0.0014	92657.0	-2.892729	7.151063	95.738976	-21.216720185	-44.970198553	947.740196				0.0			
43423	72441170					9947525	2023	7	21	20	16	11	0	-0.958559	-1.482472	9.882533							0.022622	-0.022743	0.07405							-0.009591	-0.014839	0.098823	1.0	0.000113	-0.000114	0.00037	92660.0	-0.032779	7.22717	107.116035	-21.216644519	-44.970229308	948.270087				0.0			
43523	72451170					9948404	2023	7	21	20	16	12	0	-1.002384	0.625667	8.821271							0.010766	-0.020151	0.030211							-0.010034	0.00625	0.088212	1.0	5.4e-05	-0.000101	0.000151	92653.0	1.144703	6.605995	109.811821	-21.21657266	-44.970271925	948.683013				0.0			
43623	72461170					9947282	2023	7	21	20	16	13	0	-0.741268	0.36063	8.896742							-0.003456	-0.015472	-0.009297							-0.007419	0.003608	0.088967	1.0	-1.7e-05	-7.7e-05	-4.6e-05	92654.0	0.822123	5.72304	109.505463	-21.216499992	-44.970318116	948.28558				0.0			
43723	72471170					9948161	2023	7	21	20	16	14	0	-0.798408	0.278113	10.170402							0.017951	0.002396	0.011924							-0.007983	0.002772	0.101704	1.0	9e-05	1.2e-05	6e-05	92659.0	0.385917	5.053777	109.034401	-21.216429072	-44.970361756	948.634376				0.0			
43823	72481170					9947040	2023	7	21	20	16	15	0	0.180975	0.415585	10.444361							0.045273	-0.002481	-0.021272							0.001809	0.004132	0.104445	1.0	0.000226	-1.2e-05	-0.000106	92655.0	1.959375	4.34856	109.275116	-21.216360149	-44.970404767	948.826898				0.0			
43923	72491170					9946918	2023	7	21	20	16	16	0	0.779684	1.750964	9.971047							0.01529	0.027096	-0.060588							0.007816	0.0175	0.099711	1.0	7.6e-05	0.000135	-0.000303	92655.0	4.244205	3.847187	105.839081	-21.216295534	-44.970444523	948.101997				0.0			
44023	72501170					9947797	2023	7	21	20	16	17	0	0.518753	1.119785	10.006196							0.077907	0.000113	-0.036717							0.00519	0.011158	0.100066	1.0	0.00039	1e-06	-0.000184	92656.0	5.674142	4.990381	102.548004	-21.216239707	-44.970473934	948.255917				0.0			
44123	72511171					9946675	2023	7	21	20	16	18	0	0.216701	1.344024	9.899752							0.026713	-0.00066	0.037668							0.002164	0.013427	0.098999	1.0	0.000134	-3e-06	0.000188	92654.0	8.134701	5.623462	101.303818	-21.216193518	-44.97049616	948.341306				0.0			
44223	72521171					9946554	2023	7	21	20	16	19	0	-1.00781	0.186892	10.965425							0.091636	-0.084793	0.260405							-0.010127	0.001806	0.109651	0.999999	0.000458	-0.000424	0.001302	92658.0	10.416265	5.634702	111.053543	-21.216156943	-44.97051498	948.333905				0.0			
44323	72531171					9947433	2023	7	21	20	16	20	0	0.468452	0.884321	8.974401							0.009378	-0.049634	0.286986							0.00465	0.008846	0.089746	0.999999	4.7e-05	-0.000248	0.001435	92653.0	11.889219	-1.093034	125.850525	-21.216124278	-44.970541839	948.217777				0.0			
44423	72541171					9946311	2023	7	21	20	16	21	0	0.455564	0.909782	10.983381							0.065256	0.003741	0.56317							0.004532	0.009075	0.109837	0.999996	0.000326	1.9e-05	0.002816	92653.0	11.185859	-4.276435	149.939484	-21.2161019	-44.970575066	947.074323				0.0			
44523	72551171					9947190	2023	7	21	20	16	22	0	0.589376	-1.074905	9.508127							0.005464	-0.053403	0.522544							0.005896	-0.010736	0.095083	0.999997	2.7e-05	-0.000267	0.002613	92658.0	7.26841	-10.918875	-178.218369	-21.216096964	-44.970615702	946.562332				0.0			
44623	72561171					9946069	2023	7	21	20	16	23	0	0.844086	-0.061222	8.609814							-0.023289	-0.010598	0.217776							0.008437	-0.000593	0.086099	0.999999	-0.000116	-5.3e-05	0.001089	92650.0	2.56457	-13.50891	-157.58577	-21.216113593	-44.970663116	945.722639				0.0			
44723	72571171					9945947	2023	7	21	20	16	24	0	1.046335	-0.105513	9.715052							-0.00602	0.000905	0.029686							0.010464	-0.001051	0.097151	1.0	-3e-05	5e-06	0.000148	92651.0	-0.189828	-13.058988	-151.41774	-21.216147605	-44.970714505	944.738125				0.0			
44823	72581171					9946826	2023	7	21	20	16	25	0	0.955371	0.402679	9.067235							-0.010383	0.009511	-0.058389							0.009559	0.004029	0.090672	1.0	-5.2e-05	4.8e-05	-0.000292	92639.0	-0.096093	-12.842982	-151.819733	-21.216191183	-44.97077293	943.826845				0.0			
44923	72591171					9945705	2023	7	21	20	16	26	0	1.081737	0.486785	9.775354							-0.013129	-0.039059	-0.008952							0.010799	0.004874	0.097755	1.0	-6.6e-05	-0.000195	-4.5e-05	92646.0	0.387467	-12.634616	-154.768768	-21.216240885	-44.970842444	942.090496				0.0			
45023	72601171					9946583	2023	7	21	20	16	27	0	1.615003	0.260633	9.504485							0.008246	0.024513	-0.007208							0.016162	0.002602	0.095043	1.0	4.1e-05	0.000123	-3.6e-05	92647.0	0.486972	-12.808985	-155.709274	-21.216291305	-44.970920695	940.915417				0.0			
45123	72611171					9945462	2023	7	21	20	16	28	0	3.037488	0.516524	9.807145							0.009274	-0.044292	0.004269							0.030353	0.005161	0.098078	1.0	4.6e-05	-0.000221	2.1e-05	92647.0	0.590567	-12.660165	-155.044052	-21.216343958	-44.971003868	939.981661				0.0			
45223	72621171					9945341	2023	7	21	20	16	29	0	3.155571	0.402126	10.548292							0.002824	0.005645	-0.012641							0.031559	0.004018	0.105482	1.0	1.4e-05	2.8e-05	-6.3e-05	92642.0	0.939191	-12.182253	-155.048035	-21.216395905	-44.97108475	939.414824				0.0			
45323	72631171					9946219	2023	7	21	20	16	30	0	4.060168	0.405804	9.015433							0.005622	-0.013456	0.001888							0.040596	0.004056	0.090157	1.0	2.8e-05	-6.7e-05	9e-06	92648.0	1.236812	-11.276901	-155.575272	-21.216443976	-44.97115945	938.130606				0.0			
45423	72641171					9945098	2023	7	21	20	16	31	0	2.548927	-0.04228	9.779431							-0.010861	0.018863	0.037234							0.025499	-0.000413	0.097792	1.0	-5.4e-05	9.4e-05	0.000186	92638.0	1.899074	-9.978713	-155.107956	-21.216482604	-44.971220721	938.142223				0.0			
45523	72651171					9945977	2023	7	21	20	16	32	0	2.750451	-0.091075	10.16421							0.042307	-0.000618	0.165455							0.027505	-0.00091	0.101642	1.0	0.000212	-3e-06	0.000827	92646.0	2.263307	-8.24928	-150.452499	-21.216515437	-44.971269892	938.472131				0.0			
45623	72661171					9944856	2023	7	21	20	16	33	0	0.953409	-2.473336	10.46253							0.006416	0.040351	0.495723							0.009616	-0.024713	0.104623	0.999997	3.2e-05	0.000202	0.002479	92642.0	-0.120864	-7.149912	-132.772583	-21.216548129	-44.971306278	938.93957				0.0			
45723	72671171					9944735	2023	7	21	20	16	34	0	0.606972	-3.513872	7.649408							0.092616	-0.011472	0.577057							0.006167	-0.035156	0.076478	0.999996	0.000463	-5.7e-05	0.002885	92640.0	-2.140917	-5.348807	-100.691132	-21.216593042	-44.971325538	938.573424				0.0			
45823	72681171					9945614	2023	7	21	20	16	35	0	0.421871	-3.758534	9.561456							0.026789	-0.09167	0.47462							0.004264	-0.037588	0.095611	0.999997	0.000134	-0.000458	0.002373	92652.0	-3.398575	-4.367571	-69.817657	-21.216642814	-44.971316827	939.254908				0.0			
45923	72691171					9944493	2023	7	21	20	16	36	0	0.193322	-2.77709	9.2297							0.007972	-0.008075	0.357521							0.001979	-0.027771	0.092296	0.999998	4e-05	-4e-05	0.001788	92648.0	-3.840685	-4.134138	-47.235401	-21.216685336	-44.971282652	939.82181				0.0			
46023	72701171					9945372	2023	7	21	20	16	37	0	0.590158	-1.321551	9.440018							-0.013352	-0.021974	0.117944							0.005899	-0.013206	0.094402	1.0	-6.7e-05	-0.00011	0.00059	92637.0	-3.370095	-3.577537	-34.436798	-21.216714636	-44.971233096	940.304017				0.0			
46123	72711171					9944251	2023	7	21	20	16	38	0	-1.082659	-0.456529	9.617705							0.021899	0.051432	0.028774							-0.010801	-0.004577	0.096179	1.0	0.000109	0.000257	0.000144	92638.0	-2.810672	-2.986164	-31.195568	-21.216737125	-44.971177702	940.699529				0.0			
46223	72721171					9944130	2023	7	21	20	16	39	0	-0.840366	-0.036403	11.593166							-0.008397	0.103504	0.020625							-0.008344	-0.00036	0.115936	1.0	-4.2e-05	0.000518	0.000103	92642.0	-2.72841	-1.358406	-29.894321	-21.216760357	-44.971112706	940.085802				0.0			
46323	72731172					9945009	2023	7	21	20	16	40	0	-0.134365	-0.402627	10.187274							0.037321	0.054937	-0.001652							-0.001316	-0.004045	0.101872	1.0	0.000187	0.000275	-8e-06	92638.0	-1.231278	-0.163345	-29.797878	-21.216784447	-44.971041204	940.862172				0.0			
46423	72741172					9943888	2023	7	21	20	16	41	0	-0.720805	-0.341831	10.238748							-0.006168	-0.006303	-0.015157							-0.007212	-0.003415	0.102387	1.0	-3.1e-05	-3.2e-05	-7.6e-05	92642.0	0.756208	1.368497	-30.302866	-21.216810806	-44.970962756	941.621761				0.0			
46523	72751172					9944767	2023	7	21	20	16	42	0	-1.249833	0.349461	9.618767							0.017575	-0.045196	0.008775							-0.01252	0.003486	0.096185	1.0	8.8e-05	-0.000226	4.4e-05	92649.0	-0.670153	2.067971	-29.957933	-21.216840587	-44.970879052	942.385505				0.0			
46623	72761172					9943646	2023	7	21	20	16	43	0	-0.968648	-0.812026	12.43807							-0.014653	0.002382	0.032297							-0.009684	-0.008113	0.124381	1.0	-7.3e-05	1.2e-05	0.000161	92641.0	-1.075961	2.347674	-29.505383	-21.216871862	-44.970789083	942.2435				0.0			
46723	72771172					9943525	2023	7	21	20	16	44	0	-0.003641	-0.248224	9.281855							-0.004174	-0.006954	-0.006148							-4e-05	-0.00248	0.092819	1.0	-2.1e-05	-3.5e-05	-3.1e-05	92637.0	-0.359226	1.818772	-29.329239	-21.216902651	-44.970698107	943.189549				0.0			
46823	72781172					9944405	2023	7	21	20	16	45	0	0.402813	0.157095	9.293261							-0.019025	-0.00738	0.00304							0.004025	0.00158	0.092933	1.0	-9.5e-05	-3.7e-05	1.5e-05	92637.0	0.336828	0.834672	-29.296232	-21.216932347	-44.970609785	943.865279				0.0			
46923	72791172					9943283	2023	7	21	20	16	46	0	0.883058	-0.596635	9.401919							-0.043623	0.017051	0.002561							0.008839	-0.005946	0.09402	1.0	-0.000218	8.5e-05	1.3e-05	92633.0	-0.696117	0.295257	-29.040403	-21.216959406	-44.970529615	944.306573				0.0			
47023	72801172					9944162	2023	7	21	20	16	47	0	1.160755	-0.329045	9.874628							-0.085998	0.002258	-0.00094							0.011609	-0.003248	0.098748	1.0	-0.00043	1.1e-05	-5e-06	92637.0	-3.415058	0.359601	-28.906109	-21.216982917	-44.970461672	943.939631				0.0			
47123	72811172					9943041	2023	7	21	20	16	48	0	0.888829	0.594639	9.27874							-0.041702	-0.006826	-0.220418							0.008892	0.005956	0.092786	0.999999	-0.000209	-3.4e-05	-0.001102	92642.0	-5.839661	-0.145916	-33.131363	-21.217002169	-44.970409875	944.403923				0.0			
47223	72821172					9942920	2023	7	21	20	16	49	0	0.331258	0.671483	9.54279							0.01204	-0.040853	-0.444948							0.003308	0.006702	0.095429	0.999998	6e-05	-0.000204	-0.002225	92632.0	-7.120768	-2.463689	-52.345806	-21.217023716	-44.970370669	944.627589				0.0			
47323	72831172					9943799	2023	7	21	20	16	50	0	0.511422	2.577767	9.486445							0.037929	-0.089853	-0.55336							0.005143	0.025745	0.094872	0.999996	0.00019	-0.000449	-0.002767	92638.0	-2.528975	-6.854088	-82.863945	-21.217057997	-44.970343178	943.688365				0.0			
47423	72841172					9942678	2023	7	21	20	16	51	0	-0.171748	1.441311	9.274308							-0.016642	0.053348	-0.316284							-0.00167	0.014423	0.092742	0.999999	-8.3e-05	0.000267	-0.001581	92630.0	0.876206	-9.343717	-109.992409	-21.217106891	-44.97033676	943.477049				0.0			
47523	72851172					9943558	2023	7	21	20	16	52	0	0.927796	1.048597	10.48945							-0.029131	-0.016275	-0.123733							0.009276	0.010496	0.104894	1.0	-0.000146	-8.1e-05	-0.000619	92635.0	1.061495	-9.607142	-120.538071	-21.217162813	-44.970352299	943.078837				0.0			
47623	72861172					9942437	2023	7	21	20	16	53	0	0.79774	2.325556	10.631934							0.000109	-0.016808	-0.264684							0.007999	0.023245	0.10632	0.999999	1e-06	-8.4e-05	-0.001323	92639.0	2.46604	-9.165245	-130.886642	-21.21722381	-44.970380988	942.652993				0.0			
47723	72871172					9942316	2023	7	21	20	16	54	0	0.65274	2.576035	10.319569							0.004725	0.01837	-0.219489							0.006565	0.025751	0.103196	0.999999	2.4e-05	9.2e-05	-0.001097	92632.0	3.299137	-8.760718	-145.27977	-21.217284147	-44.970427665	942.291254				0.0			
47823	72881172					9943195	2023	7	21	20	16	55	0	1.169312	1.570426	9.377111							-0.121725	-0.057203	-0.054788							0.011671	0.015758	0.093765	1.0	-0.000609	-0.000286	-0.000274	92631.0	2.855688	-8.744792	-153.816925	-21.217337991	-44.970492823	942.010062				0.0			
47923	72891172					9942074	2023	7	21	20	16	56	0	0.789145	0.157044	9.770344							-0.038472	-0.021004	-0.027779							0.007881	0.001588	0.097704	1.0	-0.000192	-0.000105	-0.000139	92635.0	0.344603	-8.422655	-155.379135	-21.217389662	-44.97057144	940.614777				0.0			
48023	72901172					9942953	2023	7	21	20	16	57	0	2.801077	-0.216284	9.789176							-0.012212	-0.009689	-0.017807							0.028006	-0.002159	0.097893	1.0	-6.1e-05	-4.8e-05	-8.9e-05	92625.0	-1.416631	-8.575932	-156.404785	-21.217440605	-44.970653326	940.350242				0.0			
48123	72911172					9941832	2023	7	21	20	16	58	0	3.299945	1.558192	9.797535							0.037041	0.023416	-0.185763							0.033025	0.015533	0.097974	1.0	0.000185	0.000117	-0.000929	92627.0	-0.538832	-7.61064	-161.144791	-21.21748599	-44.97072993	940.338508				0.0			
48223	72921172					9941712	2023	7	21	20	16	59	0	0.812252	3.631071	9.757147							-0.01819	0.033155	-0.433523							0.008217	0.036302	0.097567	0.999998	-9.1e-05	0.000166	-0.002168	92625.0	1.987898	-5.958952	-179.861389	-21.217515699	-44.97080111	939.556322				0.0			
