PacketCounter	SampleTimeFine	Year	Month	Day	Second	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	AccHR_X	AccHR_Y	AccHR_Z	Gyr_X	Gyr_Y	Gyr_Z	GyrHR_X	GyrHR_Y	GyrHR_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Pressure	Roll	Pitch	Yaw	Latitude	Longitude	Altitude	Vel_E	Vel_N	Vel_U	Temperature	GyrTemp_X	GyrTemp_Y	GyrTemp_Z
18123	69911159					9978803	2023	7	21	20	11	58	0	-1.03671	-1.21279	9.240802							0.000178	-0.04969	-0.018452							-0.010391	-0.012127	0.092405	1.0	1e-06	-0.000248	-9.2e-05	92865.0	-2.613799	-2.797033	-120.684227	-21.212748543	-44.970941961	923.793828				0.0			
18223	69921159					9978677	2023	7	21	20	11	59	0	-0.934021	-0.756817	9.439827							-0.009529	-0.030006	0.005849							-0.009354	-0.007564	0.094397	1.0	-4.8e-05	-0.00015	2.9e-05	92867.0	-2.470503	-3.072989	-120.616592	-21.212821168	-44.970971486	923.862563				0.0			
18323	69931159					9979551	2023	7	21	20	12	0	0	-0.43532	-0.488932	10.171576							0.052412	-0.030178	0.000443							-0.004369	-0.004916	0.101714	1.0	0.000262	-0.000151	2e-06	92872.0	-2.516733	-3.178478	-119.077232	-21.212905342	-44.971004758	924.084997				0.0			
18423	69941159					9978425	2023	7	21	20	12	1	0	0.5995	0.019059	9.264403							0.005259	-0.0266	-0.011405							0.005983	0.000188	0.092645	1.0	2.6e-05	-0.000133	-5.7e-05	92867.0	-0.764397	-3.969958	-119.527969	-21.212997288	-44.971038694	924.128326				0.0			
18523	69951159					9978300	2023	7	21	20	12	2	0	0.139592	-0.200973	9.314505							-0.044915	0.019503	-0.010657							0.001405	-0.001989	0.093145	1.0	-0.000225	9.8e-05	-5.3e-05	92870.0	-1.096439	-4.022786	-120.373947	-21.213093621	-44.971075821	924.256254				0.0			
18623	69961159					9979174	2023	7	21	20	12	3	0	0.571814	-0.359452	9.739534							0.016984	-0.022909	-0.001089							0.005707	-0.003603	0.097396	1.0	8.5e-05	-0.000115	-5e-06	92858.0	-2.355692	-5.051731	-120.672684	-21.213189781	-44.971115392	924.160374				0.0			
18723	69971160					9978048	2023	7	21	20	12	4	0	1.573573	-0.075604	9.654296							0.021777	0.014355	0.007259							0.015743	-0.000766	0.096542	1.0	0.000109	7.2e-05	3.6e-05	92858.0	-1.231794	-5.811056	-120.273476	-21.213290059	-44.97115529	924.219684				0.0			
18823	69981160					9977922	2023	7	21	20	12	5	0	1.360684	-0.255315	9.448421							0.038874	-0.010044	0.01629							0.013602	-0.00257	0.094484	1.0	0.000194	-5e-05	8.1e-05	92867.0	-0.768885	-5.935561	-118.709564	-21.213387918	-44.971192872	924.225815				0.0			
18923	69991160					9977797	2023	7	21	20	12	6	0	1.157573	0.473252	9.638489							0.005359	0.015932	-0.018755							0.011584	0.004729	0.096384	1.0	2.7e-05	8e-05	-9.4e-05	92861.0	-0.016851	-6.192173	-119.238411	-21.213481031	-44.971226293	924.318737				0.0			
19023	70001160					9978671	2023	7	21	20	12	7	0	1.199757	-0.257379	9.091797							-0.009154	0.027841	-0.006789							0.01201	-0.00257	0.090916	1.0	-4.6e-05	0.000139	-3.4e-05	92857.0	-0.016317	-6.229082	-120.000389	-21.213567751	-44.971259246	924.301081				0.0			
19123	70011160					9977545	2023	7	21	20	12	8	0	1.73141	0.415462	9.116248							0.025733	0.048701	-0.000993							0.017336	0.004143	0.091159	1.0	0.000129	0.000244	-5e-06	92864.0	0.791782	-6.031513	-119.973969	-21.213651464	-44.971291406	924.426102				0.0			
19223	70021160					9977420	2023	7	21	20	12	9	0	2.355662	-0.130289	8.204762							-0.010661	0.039248	-0.00187							0.023573	-0.001299	0.082043	1.0	-5.3e-05	0.000196	-9e-06	92860.0	0.888593	-6.683534	-120.15226	-21.213729878	-44.971321563	924.521396				0.0			
19323	70031160					9977294	2023	7	21	20	12	10	0	2.44145	0.07895	9.186844							0.001631	-0.011341	0.00402							0.024409	0.000789	0.09187	1.0	8e-06	-5.7e-05	2e-05	92857.0	0.919631	-7.196587	-120.746078	-21.21379897	-44.971348893	924.571612				0.0			
19423	70041160					9978168	2023	7	21	20	12	11	0	3.534764	-0.349498	9.442609							-0.035001	-0.008037	0.009536							0.035344	-0.003477	0.094428	1.0	-0.000175	-4e-05	4.8e-05	92851.0	-0.282186	-7.795916	-120.688637	-21.213854294	-44.971371601	924.655317				0.0			
19523	70051160					9977043	2023	7	21	20	12	12	0	2.966303	-0.183474	9.624612							-0.023541	0.010337	-0.012758							0.029668	-0.001825	0.096245	1.0	-0.000118	5.2e-05	-6.4e-05	92854.0	-2.640918	-7.766812	-120.52272	-21.21389182	-44.971387586	924.854157				0.0			
19623	70061160					9976917	2023	7	21	20	12	13	0	0.656473	-0.121423	9.655023							0.004987	0.035386	-0.15025							0.006581	-0.001222	0.096549	1.0	2.5e-05	0.000177	-0.000751	92854.0	-3.041063	-7.226973	-124.332397	-21.213915858	-44.971398379	925.093566				0.0			
19723	70071160					9977791	2023	7	21	20	12	14	0	0.507173	1.05692	9.675833							-0.046838	0.007039	-0.428977							0.005098	0.010581	0.096756	0.999998	-0.000234	3.5e-05	-0.002145	92861.0	-1.689779	-6.789576	-142.373962	-21.213939369	-44.971413406	925.261762				0.0			
19823	70081160					9976666	2023	7	21	20	12	15	0	0.433524	3.134414	9.146022							0.020471	-0.054081	-0.614793							0.004407	0.031321	0.091465	0.999995	0.000102	-0.00027	-0.003074	92861.0	1.974455	-7.77849	-174.205414	-21.213958408	-44.971441567	925.308491				0.0			
19923	70091160					9976540	2023	7	21	20	12	16	0	0.280296	1.965134	9.969464							-0.088706	-0.013385	-0.277552							0.002824	0.019692	0.099686	0.999999	-0.000444	-6.7e-05	-0.001388	92851.0	3.013464	-7.680367	154.830612	-21.213959814	-44.971483424	925.185544				0.0			
20023	70101160					9977415	2023	7	21	20	12	17	0	0.388442	0.600731	9.541465							-0.047151	0.004871	-0.074993							0.003889	0.006028	0.095413	1.0	-0.000236	2.4e-05	-0.000375	92855.0	1.685748	-8.070459	145.680084	-21.213942531	-44.971532303	924.938389				0.0			
20123	70111160					9976289	2023	7	21	20	12	18	0	0.359178	-0.163291	9.690136							-0.025042	0.01413	-0.022074							0.003598	-0.001621	0.096901	1.0	-0.000125	7.1e-05	-0.00011	92854.0	0.286442	-7.442738	143.01506	-21.213916845	-44.971587391	924.595767				0.0			
20223	70121160					9976163	2023	7	21	20	12	19	0	0.610743	0.128159	9.604322							-0.029533	0.02447	0.003098							0.006119	0.001296	0.096042	1.0	-0.000148	0.000122	1.5e-05	92849.0	-0.022544	-7.614748	141.889038	-21.213886161	-44.971648977	924.212689				0.0			
20323	70131160					9976038	2023	7	21	20	12	20	0	0.67006	-0.164973	10.005876							-0.024282	-0.018029	0.002687							0.006692	-0.001637	0.10006	1.0	-0.000121	-9e-05	1.3e-05	92853.0	-0.919305	-7.523034	141.945694	-21.213851771	-44.971716263	923.797881				0.0			
20423	70141160					9976912	2023	7	21	20	12	21	0	0.95281	0.314775	9.699779							-0.000343	0.011503	-0.025118							0.009534	0.003147	0.096997	1.0	-2e-06	5.8e-05	-0.000126	92854.0	-0.677024	-7.577599	140.910202	-21.213814555	-44.971789194	923.337833				0.0			
20523	70151160					9975787	2023	7	21	20	12	22	0	0.765015	0.249804	10.153733							-0.035479	0.019192	-0.031622							0.00766	0.002515	0.101536	1.0	-0.000177	9.6e-05	-0.000158	92849.0	-1.261109	-7.582599	139.192352	-21.213773324	-44.971866152	922.848014				0.0			
20623	70161160					9975661	2023	7	21	20	12	23	0	1.230515	0.281325	9.756611							0.049492	-0.021483	-0.037115							0.012295	0.002787	0.097568	1.0	0.000247	-0.000107	-0.000186	92848.0	-1.769209	-6.930025	136.979095	-21.213727219	-44.971945493	922.381475				0.0			
20723	70171160					9976536	2023	7	21	20	12	24	0	0.84367	0.61531	7.949356							-0.016254	0.006917	0.000121							0.008439	0.00616	0.079493	1.0	-8.1e-05	3.5e-05	1e-06	92849.0	1.999608	-7.195022	135.038605	-21.213678263	-44.972026014	922.11732				0.0			
20823	70181160					9975410	2023	7	21	20	12	25	0	0.678788	0.551125	10.307477							-0.087801	-0.015702	-0.020077							0.00678	0.005556	0.103073	1.0	-0.000439	-7.9e-05	-0.0001	92845.0	1.66867	-8.219378	134.024261	-21.213626049	-44.972107636	921.829657				0.0			
20923	70191160					9975285	2023	7	21	20	12	26	0	1.786178	-0.175054	9.175112							-0.029107	-0.051817	0.005581							0.017838	-0.001737	0.091756	1.0	-0.000146	-0.000259	2.8e-05	92846.0	-0.751203	-8.923793	132.628357	-21.213569161	-44.97219003	921.378558				0.0			
21023	70201161					9975159	2023	7	21	20	12	27	0	1.662616	0.193958	9.868469							0.01933	0.020252	-0.022868							0.016636	0.001928	0.098683	1.0	9.7e-05	0.000101	-0.000114	92849.0	-1.12418	-9.003513	132.03569	-21.213510708	-44.972272565	921.060262				0.0			
21123	70211161					9976034	2023	7	21	20	12	28	0	2.541518	0.475108	9.734621							0.028266	0.007438	-0.04162							0.02542	0.004732	0.097346	1.0	0.000141	3.7e-05	-0.000208	92844.0	-0.36443	-8.600947	130.185776	-21.213452772	-44.972351489	920.7799				0.0			
21223	70221161					9974908	2023	7	21	20	12	29	0	3.512741	0.74481	9.78648							0.00207	0.027453	-0.050043							0.035143	0.007438	0.09786	1.0	1e-05	0.000137	-0.00025	92842.0	0.742324	-7.592574	127.282356	-21.213398738	-44.972420915	920.839147				0.0			
21323	70231161					9974783	2023	7	21	20	12	30	0	0.888917	0.503524	9.744995							0.017185	0.056716	-0.040285							0.008918	0.005025	0.097448	1.0	8.6e-05	0.000284	-0.000201	92845.0	1.163464	-5.372686	124.809044	-21.21335253	-44.97247411	921.09206				0.0			
21423	70241161					9975658	2023	7	21	20	12	31	0	0.972506	2.345767	10.46466							0.000916	0.04318	-0.30531							0.009783	0.023442	0.104645	0.999999	5e-06	0.000216	-0.001527	92851.0	2.554474	-2.38624	117.611694	-21.213311131	-44.972517099	921.568022				0.0			
21523	70251161					9974532	2023	7	21	20	12	32	0	-0.778933	2.066063	10.417297							-0.018138	0.019977	-0.462753							-0.007731	0.020688	0.104172	0.999997	-9.1e-05	0.0001	-0.002314	92843.0	2.336619	-0.521667	93.52063	-21.213262859	-44.972547571	922.241338				0.0			
21623	70261161					9974407	2023	7	21	20	12	33	0	-1.267179	1.364653	9.979587							-0.036648	0.022358	-0.182477							-0.012648	0.013676	0.099795	1.0	-0.000183	0.000112	-0.000912	92843.0	1.513903	-0.047011	72.250473	-21.213204634	-44.97255371	922.913128				0.0			
21723	70271161					9975282	2023	7	21	20	12	34	0	-1.460645	0.667141	10.623111							-0.014728	-0.028173	-0.114123							-0.014618	0.006688	0.106229	1.0	-7.4e-05	-0.000141	-0.000571	92837.0	1.390083	0.861497	65.186546	-21.213136551	-44.97254203	923.673781				0.0			
21823	70281161					9974157	2023	7	21	20	12	35	0	-1.583957	-0.061197	10.021381							-0.038245	-0.008581	-0.050779							-0.015844	-0.000589	0.100213	1.0	-0.000191	-4.3e-05	-0.000254	92843.0	-0.557958	0.916198	60.158775	-21.213058478	-44.972518367	924.35658				0.0			
21923	70291161					9974031	2023	7	21	20	12	36	0	-1.864876	-0.440316	10.348687							0.013167	0.010962	-0.009561							-0.018643	-0.004409	0.103488	1.0	6.6e-05	5.5e-05	-4.8e-05	92841.0	-1.376787	0.318417	59.000553	-21.212969959	-44.972484975	924.908686				0.0			
22023	70301161					9973906	2023	7	21	20	12	37	0	-1.094758	-0.021098	10.281404							0.002293	-0.008288	0.009328							-0.010952	-0.000213	0.102814	1.0	1.1e-05	-4.1e-05	4.7e-05	92845.0	-1.778108	0.386081	58.93993	-21.212870654	-44.972446947	925.321605				0.0			
22123	70311161					9974781	2023	7	21	20	12	38	0	0.012749	0.106017	10.141966							-0.027587	0.007954	-0.008205							0.000132	0.001074	0.10142	1.0	-0.000138	4e-05	-4.1e-05	92838.0	-1.316221	-0.550992	57.97427	-21.212763944	-44.972405383	925.739773				0.0			
22223	70321161					9973655	2023	7	21	20	12	39	0	0.241498	-0.118454	9.366886							0.012194	0.016724	0.000984							0.002423	-0.00119	0.093669	1.0	6.1e-05	8.4e-05	5e-06	92839.0	-1.763466	-0.096871	57.746552	-21.212660655	-44.972363642	926.318582				0.0			
22323	70331161					9973530	2023	7	21	20	12	40	0	-0.440379	-0.490455	10.882013							0.006958	-0.01088	0.021427							-0.004409	-0.004909	0.10882	1.0	3.5e-05	-5.4e-05	0.000107	92837.0	-2.357197	0.24836	58.121166	-21.212555186	-44.972320996	926.825415				0.0			
22423	70341161					9974405	2023	7	21	20	12	41	0	0.097971	-0.362434	9.556302							0.001276	-0.007071	-0.004246							0.000976	-0.003625	0.095563	1.0	6e-06	-3.5e-05	-2.1e-05	92839.0	-1.13954	0.120588	59.097374	-21.212446641	-44.972279345	927.273062				0.0			
22523	70351161					9973280	2023	7	21	20	12	42	0	0.687754	0.482284	10.509332							0.001183	0.006255	-0.005733							0.006881	0.004822	0.105093	1.0	6e-06	3.1e-05	-2.9e-05	92831.0	-0.63339	-0.049247	59.031097	-21.212336296	-44.972238546	927.608739				0.0			
22623	70361161					9973155	2023	7	21	20	12	43	0	0.452366	-0.140386	10.060516							0.018539	0.025896	-0.015216							0.004537	-0.001414	0.100604	1.0	9.3e-05	0.000129	-7.6e-05	92835.0	0.087523	-0.464824	58.832779	-21.212228472	-44.972198563	927.842866				0.0			
22723	70371161					9973030	2023	7	21	20	12	44	0	1.599969	-0.425956	10.864491							-0.008322	0.04687	-0.003395							0.016025	-0.004255	0.108641	1.0	-4.2e-05	0.000234	-1.7e-05	92830.0	0.009831	-0.507554	58.532196	-21.212126612	-44.972159853	927.976812				0.0			
22823	70381161					9973904	2023	7	21	20	12	45	0	2.119767	1.037671	9.25249							0.072993	0.045753	-0.112108							0.021225	0.010331	0.092524	1.0	0.000365	0.000229	-0.000561	92829.0	0.977173	-0.591933	56.509682	-21.212040869	-44.972126794	928.393006				0.0			
22923	70391161					9972779	2023	7	21	20	12	46	0	0.591364	3.346288	8.742633							0.09502	0.082856	-0.348646							0.006008	0.033411	0.08744	0.999998	0.000475	0.000414	-0.001743	92827.0	3.227284	1.846434	44.850868	-21.211973184	-44.972094482	928.53158				0.0			
23023	70401161					9972654	2023	7	21	20	12	47	0	1.039165	3.984583	9.893084							-0.040004	-0.023125	-0.421552							0.010464	0.039844	0.098924	0.999998	-0.0002	-0.000116	-0.002108	92831.0	4.659661	4.394639	20.77667	-21.211927193	-44.972054548	929.059736				0.0			
23123	70411161					9973529	2023	7	21	20	12	48	0	-0.66513	3.107972	9.43532							0.009455	-0.011286	-0.487383							-0.006581	0.031091	0.094354	0.999997	4.7e-05	-5.6e-05	-0.002437	92833.0	3.760033	7.180109	-4.81298	-21.211905321	-44.97200741	929.580021				0.0			
23223	70421161					9972404	2023	7	21	20	12	49	0	-1.483948	2.2954	10.017124							0.015836	-0.035797	-0.359257							-0.014816	0.022973	0.10017	0.999998	7.9e-05	-0.000179	-0.001796	92837.0	0.978614	7.792417	-30.327021	-21.211905849	-44.971957018	930.075577				0.0			
23323	70431161					9972279	2023	7	21	20	12	50	0	-1.601932	0.597437	9.690351							-0.020897	0.001184	-0.125807							-0.016015	0.005995	0.096903	1.0	-0.000104	6e-06	-0.000629	92830.0	-1.390618	7.390346	-44.504593	-21.211925141	-44.971909673	930.492211				0.0			
23423	70441162					9972154	2023	7	21	20	12	51	0	-2.318662	-0.154286	9.348958							-0.000375	-0.00988	-0.029732							-0.023191	-0.001539	0.093488	1.0	-2e-06	-4.9e-05	-0.000149	92829.0	-2.445752	7.612352	-48.201797	-21.211953628	-44.971865005	930.828092				0.0			
23523	70451162					9973028	2023	7	21	20	12	52	0	-1.444255	-0.731058	9.912726							0.010476	0.014676	0.043591							-0.014434	-0.007319	0.099128	1.0	5.2e-05	7.3e-05	0.000218	92825.0	-2.738462	7.531977	-46.9259	-21.211984792	-44.971819997	931.110268				0.0			
23623	70461162					9971903	2023	7	21	20	12	53	0	-1.721499	-0.610374	9.433806							0.016774	-0.019496	0.027739							-0.017223	-0.006114	0.094336	1.0	8.4e-05	-9.7e-05	0.000139	92829.0	-2.903731	7.390676	-44.625031	-21.212015237	-44.971772244	931.385321				0.0			
23723	70471162					9971778	2023	7	21	20	12	54	0	-1.609244	-0.543011	9.098378							-0.003151	0.029128	0.032667							-0.016078	-0.005431	0.090986	1.0	-1.6e-05	0.000146	0.000163	92823.0	-2.323118	7.338976	-42.956909	-21.212044977	-44.971721296	931.623956				0.0			
23823	70481162					9972653	2023	7	21	20	12	55	0	-1.503536	-0.286774	9.310101							-0.009976	-0.005107	0.026234							-0.015037	-0.002865	0.093101	1.0	-5e-05	-2.6e-05	0.000131	92822.0	-2.18616	7.108129	-41.484695	-21.212074518	-44.97166728	931.828657				0.0			
23923	70491162					9971529	2023	7	21	20	12	56	0	-1.578292	-0.606311	9.586541							0.006187	-0.007646	-0.000608							-0.015787	-0.006066	0.095865	1.0	3.1e-05	-3.8e-05	-3e-06	92823.0	-2.724233	6.779739	-40.826778	-21.212104607	-44.971609053	931.936983				0.0			
24023	70501162					9971404	2023	7	21	20	12	57	0	-0.586786	-1.765888	10.071807							-0.030288	-0.055222	0.052997							-0.005891	-0.017645	0.100719	1.0	-0.000151	-0.000276	0.000265	92821.0	-2.276649	6.649277	-39.543091	-21.212135189	-44.971549053	932.52414				0.0			
24123	70511162					9971279	2023	7	21	20	12	58	0	-1.842533	-0.567589	9.215369							0.018589	0.008832	0.012343							-0.018421	-0.005686	0.092154	1.0	9.3e-05	4.4e-05	6.2e-05	92817.0	-1.090438	6.307323	-36.891418	-21.21216496	-44.971484656	933.003721				0.0			
24223	70521162					9972154	2023	7	21	20	12	59	0	-1.867128	0.416588	10.055968							0.031015	-0.018458	-0.015737							-0.01868	0.004152	0.100559	1.0	0.000155	-9.2e-05	-7.9e-05	92816.0	0.701505	6.454843	-36.990585	-21.212194532	-44.971415262	933.405018				0.0			
24323	70531162					9971029	2023	7	21	20	13	0	0	-1.387933	0.135654	10.260359							0.03982	-0.009533	-0.054526							-0.013884	0.00134	0.102603	1.0	0.000199	-4.8e-05	-0.000273	92825.0	1.268942	6.856075	-37.71666	-21.212227149	-44.971340435	933.792428				0.0			
24423	70541162					9970905	2023	7	21	20	13	1	0	-1.253307	0.773025	9.493218							-0.028426	-0.009495	-0.021904							-0.012537	0.007745	0.09493	1.0	-0.000142	-4.7e-05	-0.00011	92823.0	1.276428	7.25316	-41.053562	-21.21226362	-44.971263996	934.361198				0.0			
24523	70551162					9971780	2023	7	21	20	13	2	0	-1.289618	-0.587519	9.537267							-0.045675	-0.024997	-0.003777							-0.012908	-0.005853	0.095372	1.0	-0.000228	-0.000125	-1.9e-05	92819.0	0.386124	7.631833	-41.57655	-21.212305159	-44.971185595	934.904309				0.0			
24623	70561162					9970655	2023	7	21	20	13	3	0	-1.430529	0.017671	10.329932							0.028893	-0.031611	0.027388							-0.014322	0.00016	0.103297	1.0	0.000144	-0.000158	0.000137	92817.0	-0.239791	7.347793	-39.980793	-21.212348854	-44.971102649	935.479077				0.0			
24723	70571162					9970530	2023	7	21	20	13	4	0	-1.472458	0.170096	9.166704							-0.020694	-0.046776	0.016566							-0.014746	0.001709	0.091663	1.0	-0.000103	-0.000234	8.3e-05	92817.0	0.53649	7.347618	-39.832344	-21.212392236	-44.971015395	936.050252				0.0			
24823	70581162					9971406	2023	7	21	20	13	5	0	-1.589214	-0.916122	8.565145							0.062105	0.040263	0.018108							-0.015874	-0.009189	0.085652	1.0	0.000311	0.000201	9.1e-05	92821.0	-0.983441	7.32161	-38.03331	-21.212437915	-44.970922746	936.534742				0.0			
24923	70591162					9970281	2023	7	21	20	13	6	0	-1.364824	-0.254745	8.896598							-0.044693	0.00614	0.015468							-0.013645	-0.002529	0.088967	1.0	-0.000223	3.1e-05	7.7e-05	92812.0	0.216245	7.147565	-37.260811	-21.212481659	-44.970826077	937.073948				0.0			
25023	70601162					9970156	2023	7	21	20	13	7	0	-1.406691	0.049618	9.060565							-0.019189	-0.00051	0.019794							-0.014067	0.000503	0.090606	1.0	-9.6e-05	-3e-06	9.9e-05	92814.0	-2.163356	7.454426	-36.897552	-21.212526633	-44.97072619	937.636742				0.0			
25123	70611162					9970031	2023	7	21	20	13	8	0	-2.078402	0.031152	10.302045							0.012502	-0.012941	0.007171							-0.020791	0.000304	0.103019	1.0	6.3e-05	-6.5e-05	3.6e-05	92818.0	-1.937406	8.164205	-36.491959	-21.212571712	-44.970623221	938.405456				0.0			
25223	70621162					9970907	2023	7	21	20	13	9	0	-1.821527	-0.624964	9.727312							0.029908	-0.041435	0.015323							-0.018235	-0.006266	0.097268	1.0	0.00015	-0.000207	7.7e-05	92814.0	-2.031056	7.943526	-35.77121	-21.21261682	-44.97051783	939.302685				0.0			
25323	70631162					9969782	2023	7	21	20	13	10	0	-0.833228	-2.025736	8.956478							-0.055648	0.042067	0.015992							-0.008312	-0.020233	0.089572	1.0	-0.000278	0.00021	8e-05	92812.0	-1.653923	8.147282	-34.622742	-21.21266125	-44.970409231	940.179147				0.0			
25423	70641162					9969658	2023	7	21	20	13	11	0	-1.116193	-0.292842	11.069386							0.116335	0.005037	-0.007342							-0.011159	-0.002992	0.110692	1.0	0.000582	2.5e-05	-3.7e-05	92813.0	-0.206181	8.152867	-33.767292	-21.212704577	-44.970297306	941.111411				0.0			
25523	70651162					9970533	2023	7	21	20	13	12	0	-1.58268	-0.38768	12.214877							-0.062401	0.007284	0.031882							-0.015822	-0.003841	0.122151	1.0	-0.000312	3.6e-05	0.000159	92805.0	-0.289662	7.479249	-32.851448	-21.212747194	-44.970181804	941.875345				0.0			
25623	70661162					9969409	2023	7	21	20	13	13	0	-0.988178	-0.110317	8.793987							0.076593	-0.004531	-0.0009							-0.009884	-0.001137	0.087939	1.0	0.000383	-2.3e-05	-5e-06	92804.0	-0.73438	7.759524	-32.175358	-21.212789525	-44.970062803	942.418912				0.0			
25723	70671163					9969284	2023	7	21	20	13	14	0	-0.124505	-0.361479	9.397546							-0.018267	-0.036226	-0.006551							-0.001262	-0.003606	0.093976	1.0	-9.1e-05	-0.000181	-3.3e-05	92806.0	-0.514112	6.095726	-32.702251	-21.212829981	-44.969945405	942.96606				0.0			
25823	70681163					9970159	2023	7	21	20	13	15	0	-0.604539	-0.351119	10.098235							-0.008828	0.019455	-0.00051							-0.006036	-0.003507	0.100983	1.0	-4.4e-05	9.7e-05	-3e-06	92802.0	-2.143853	6.275946	-33.026043	-21.212868375	-44.969839213	943.10407				0.0			
25923	70691163					9969035	2023	7	21	20	13	16	0	-0.297388	-0.896522	9.890303							0.013155	-0.009478	0.043331							-0.002977	-0.008972	0.098902	1.0	6.6e-05	-4.7e-05	0.000217	92806.0	-2.940139	6.463604	-31.191612	-21.21290421	-44.969739559	943.078537				0.0			
26023	70701163					9968910	2023	7	21	20	13	17	0	1.220484	-0.77159	8.950765							-0.025134	-0.03704	0.012225							0.012189	-0.007704	0.089511	1.0	-0.000126	-0.000185	6.1e-05	92804.0	-2.13342	5.017618	-30.30961	-21.212934606	-44.969645396	942.940882				0.0			
26123	70711163					9969786	2023	7	21	20	13	18	0	0.872591	-2.478303	9.475185							0.031358	-0.031666	0.327561							0.008751	-0.024784	0.094749	0.999999	0.000157	-0.000158	0.001638	92798.0	-2.960398	4.578873	-20.362612	-21.212956933	-44.969568546	942.771175				0.0			
26223	70721163					9968661	2023	7	21	20	13	19	0	-0.395044	-2.987444	9.441774							0.074822	-0.084241	0.548019							-0.003908	-0.029921	0.094405	0.999996	0.000374	-0.000421	0.00274	92796.0	1.502409	3.408353	6.351377	-21.212958107	-44.969506577	942.400803				0.0			
26323	70731163					9968537	2023	7	21	20	13	20	0	-1.082585	-2.527822	7.43661							-0.029914	-0.058788	0.546799							-0.010779	-0.025297	0.074367	0.999996	-0.00015	-0.000294	0.002734	92800.0	1.899757	0.652818	38.053211	-21.212933203	-44.969456359	941.654259				0.0			
26423	70741163					9968412	2023	7	21	20	13	21	0	-1.10223	-0.40351	10.05255							0.000354	0.023896	0.157543							-0.011007	-0.004044	0.100527	1.0	2e-06	0.000119	0.000788	92799.0	0.968767	0.650403	58.963734	-21.212884838	-44.969422921	940.796991				0.0			
26523	70751163					9969288	2023	7	21	20	13	22	0	-0.756058	-0.303786	10.231925							-0.016102	0.016377	0.023603							-0.007552	-0.003031	0.10232	1.0	-8.1e-05	8.2e-05	0.000118	92792.0	1.157596	1.394403	62.346188	-21.212823718	-44.969400727	940.179547				0.0			
26623	70761163					9968163	2023	7	21	20	13	23	0	-0.619055	0.498211	10.237647							0.025297	-0.061246	-0.009648							-0.006222	0.004969	0.102375	1.0	0.000126	-0.000306	-4.8e-05	92794.0	1.250623	2.049836	62.497597	-21.212756884	-44.969379514	939.811685				0.0			
26723	70771163					9968039	2023	7	21	20	13	24	0	0.501903	0.490105	8.254964							0.016167	0.041353	-0.071723							0.005038	0.004893	0.082549	1.0	8.1e-05	0.000207	-0.000359	92798.0	1.876567	1.436587	61.627918	-21.212686516	-44.969356952	939.623006				0.0			
26823	70781163					9968914	2023	7	21	20	13	25	0	0.653151	2.531022	9.147983							0.006093	-0.00867	-0.284055							0.006563	0.025298	0.091481	0.999999	3e-05	-4.3e-05	-0.00142	92792.0	1.926555	0.865983	50.093597	-21.212619905	-44.969331773	939.582784				0.0			
26923	70791163					9967790	2023	7	21	20	13	26	0	0.200481	2.073477	10.051136							-0.014482	0.007824	-0.261046							0.002036	0.020739	0.10051	0.999999	-7.2e-05	3.9e-05	-0.001305	92790.0	1.158439	0.638156	31.43725	-21.21257003	-44.969294077	939.013599				0.0			
27023	70801163					9967666	2023	7	21	20	13	27	0	1.331312	-0.693273	9.621639							-0.032762	-0.033267	0.219149							0.013305	-0.006902	0.09622	0.999999	-0.000164	-0.000166	0.001096	92790.0	0.125431	-0.299139	31.603395	-21.212534738	-44.969249771	938.571553				0.0			
27123	70811163					9968541	2023	7	21	20	13	28	0	0.531576	-2.966447	10.204449							0.018409	-0.055547	0.459532							0.005356	-0.029662	0.102043	0.999997	9.2e-05	-0.000278	0.002298	92782.0	-0.830133	-0.598995	52.39035	-21.212498533	-44.969214227	938.174732				0.0			
27223	70821163					9967417	2023	7	21	20	13	29	0	0.117134	-2.657516	9.144454							0.037339	-0.04302	0.52703							0.001222	-0.026589	0.09144	0.999996	0.000187	-0.000215	0.002635	92780.0	-0.32478	-0.958933	81.456612	-21.212451941	-44.969199222	938.006323				0.0			
27323	70831163					9967293	2023	7	21	20	13	30	0	0.469582	-3.163811	9.363675							-0.016702	-0.036454	0.585098							0.004771	-0.031616	0.09364	0.999996	-8.4e-05	-0.000182	0.002925	92788.0	-0.970574	-1.971297	114.272102	-21.212404164	-44.969210966	937.866803				0.0			
27423	70841163					9968169	2023	7	21	20	13	31	0	0.633528	-2.827523	8.300221							-0.010049	0.038399	0.601323							0.006436	-0.028252	0.083002	0.999995	-5e-05	0.000192	0.003007	92793.0	-1.066721	-2.90088	147.508148	-21.212370474	-44.969248105	937.714071				0.0			
27523	70851163					9967044	2023	7	21	20	13	32	0	0.566689	-3.493151	9.552807							0.022535	-0.077781	0.643367							0.005742	-0.034924	0.095526	0.999995	0.000113	-0.000389	0.003217	92783.0	-2.640486	-3.153995	-178.087875	-21.212361611	-44.969295475	937.176277				0.0			
